date,split,seed,model,n_queries,n_pairs,ndcg10_mean,ndcg10_std,wall_s,pairs_per_s,k_candidates,max_seq_len,batch_size,fp16,torch,transformers,sentence_transformers,ir_datasets,arm
2023-02,train,2,jinaai/jina-reranker-v2-base-multilingual,1000,98734,0.42349261873258265,0.39288070694459165,232.21,425.2,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-02,train,42,jinaai/jina-reranker-v2-base-multilingual,1000,98489,0.4094814832066671,0.3997794889184083,231.47,425.5,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-03,test,1,bm25,1000,97416,0.31471185975796284,0.3559094408292667,0.0,72445446.5,97,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-03,test,2,bm25,1000,98728,0.31941432873182213,0.3681597606234916,0.0,76429539.6,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-03,test,42,bm25,1000,98651,0.30455689653786155,0.3537620202447095,0.0,45720694.4,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-03,test,1,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,97416,0.38158322426050917,0.38371207803832386,183.45,531.0,97,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-03,test,2,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98728,0.3885620106608869,0.39008433609673493,186.7,528.8,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-03,test,42,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98651,0.383907397069677,0.3821464649606969,187.35,526.6,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-03,test,1,jinaai/jina-reranker-v2-base-multilingual,1000,97416,0.4270225840273046,0.3952630277414986,235.89,413.0,97,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-03,test,2,jinaai/jina-reranker-v2-base-multilingual,1000,98728,0.43477508058335085,0.40013281812978735,237.22,416.2,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-03,test,42,jinaai/jina-reranker-v2-base-multilingual,1000,98651,0.42237439585379866,0.39481171041886254,239.8,411.4,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-04,test,1,bm25,1000,99040,0.3130155980331083,0.35903447365631075,0.0,70407435.3,99,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-04,test,2,bm25,1000,98230,0.3112554990757268,0.35821466743036856,0.0,74638855.4,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-04,test,42,bm25,1000,98426,0.32332084622570234,0.35966120317602557,0.0,53165301.4,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-04,test,1,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,99040,0.37292048521987714,0.37721071948565554,184.65,536.4,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-04,test,2,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98230,0.3739703576176963,0.38687011878722743,182.74,537.5,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-04,test,42,antoinelouis/crossencoder-camembert-base-mmarcoFR,1000,98426,0.38398515180902565,0.380351149540863,183.12,537.5,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,camembert-base
2023-04,test,1,jinaai/jina-reranker-v2-base-multilingual,1000,99040,0.39814751159632167,0.3832914200098511,238.21,415.8,99,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-04,test,2,jinaai/jina-reranker-v2-base-multilingual,1000,98230,0.3963683732231332,0.3875546038770952,236.0,416.2,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-04,test,42,jinaai/jina-reranker-v2-base-multilingual,1000,98426,0.4292081813530097,0.3881833601196286,237.01,415.3,98,512,64,True,2.12.0+cu126,4.57.6,5.5.1,0.5.11,jina-v2
2023-05,test,1,bm25,1000,98638,0.33471543047214425,0.3636182014744326,0.0,68609910.1,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-05,test,2,bm25,1000,98209,0.3331450322928018,0.3651987628437614,0.0,74273061.9,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
2023-05,test,42,bm25,1000,98440,0.3284047873261505,0.35895765873783253,0.0,46122351.0,98,512,64,False,2.12.0+cu126,4.57.6,5.5.1,0.5.11,bm25
